id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,proba,prediction
412539,femelle,34,1,8.0,0,1-2 an,no,2630.0,156.0,74,0.4723065,0
412542,male,77,1,28.0,0,> 2 ans,oui,55470.0,163.0,209,0.5681059,0
412546,male,24,1,8.0,0,< 1 an,oui,34295.0,152.0,94,0.49830478,0
412547,femelle,23,1,15.0,0,< 1 an,oui,2630.0,152.0,83,0.38949955,0
412549,male,65,1,33.0,0,> 2 ans,oui,32185.0,124.0,240,0.6577733,0
412555,male,65,1,48.0,0,1-2 an,oui,2630.0,26.0,128,0.5876973,0
412556,femelle,44,1,48.0,0,> 2 ans,oui,2630.0,54.0,84,0.6856827,0
412576,male,48,1,28.0,0,1-2 an,oui,32763.0,61.0,169,0.67069685,0
412579,male,30,1,45.0,0,< 1 an,oui,25461.0,152.0,25,0.660191,0
412582,male,30,1,3.0,0,< 1 an,oui,22591.0,152.0,12,0.6896462,0
412585,femelle,30,1,14.0,0,< 1 an,oui,23639.0,152.0,155,0.5169464,0
412590,male,76,1,28.0,0,> 2 ans,oui,35132.0,3.0,288,0.52954775,0
412592,male,24,1,34.0,0,< 1 an,oui,34180.0,152.0,277,0.4990245,0
412595,male,36,1,33.0,0,1-2 an,oui,37009.0,132.0,98,0.64205664,0
412608,male,58,1,8.0,0,1-2 an,oui,2630.0,26.0,193,0.6627315,0
412625,male,24,1,28.0,0,< 1 an,oui,56485.0,152.0,250,0.5979332,0
412631,femelle,24,1,13.0,0,< 1 an,oui,24239.0,152.0,27,0.4290445,0
412638,femelle,23,1,30.0,0,< 1 an,oui,25100.0,152.0,198,0.45127603,0
412644,male,24,1,10.0,0,< 1 an,oui,32862.0,152.0,131,0.50144833,0
412647,male,58,1,28.0,0,> 2 ans,oui,2630.0,157.0,68,0.61202216,0
412648,male,25,1,28.0,0,< 1 an,oui,51143.0,152.0,239,0.62309057,0
412650,femelle,22,1,8.0,0,< 1 an,oui,27992.0,152.0,46,0.37239707,0
412651,femelle,24,1,28.0,0,< 1 an,oui,29415.0,152.0,93,0.5745713,0
412657,femelle,70,1,28.0,0,1-2 an,oui,43689.0,24.0,93,0.5166225,0
412667,male,25,1,24.0,0,< 1 an,oui,26929.0,152.0,260,0.63182276,0
412668,femelle,65,1,8.0,0,1-2 an,oui,37715.0,124.0,204,0.5735485,0
412670,femelle,21,1,32.0,0,< 1 an,oui,28645.0,152.0,247,0.34364125,0
412673,femelle,76,1,28.0,0,1-2 an,oui,43362.0,3.0,100,0.6144968,0
412675,femelle,80,1,28.0,0,1-2 an,oui,50390.0,124.0,67,0.4308083,0
412676,male,22,1,47.0,0,< 1 an,oui,36963.0,152.0,72,0.4366686,0
412678,male,63,1,28.0,0,1-2 an,oui,33013.0,13.0,121,0.58746666,0
412689,femelle,23,1,46.0,0,< 1 an,oui,24136.0,152.0,200,0.464179,0
412695,femelle,65,1,28.0,0,1-2 an,oui,2630.0,124.0,136,0.5875845,0
412697,femelle,23,1,3.0,0,< 1 an,oui,31928.0,152.0,213,0.56866515,0
412709,male,59,1,28.0,0,1-2 an,oui,80823.0,125.0,244,0.5991481,0
412712,male,77,1,0.0,0,> 2 ans,oui,2630.0,26.0,63,0.5551846,0
412716,femelle,29,1,46.0,0,< 1 an,oui,28093.0,152.0,183,0.5621032,0
412718,femelle,24,1,29.0,0,< 1 an,oui,28279.0,152.0,263,0.59875715,0
412724,male,68,1,24.0,0,1-2 an,oui,32893.0,145.0,48,0.52165127,0
412727,femelle,24,1,27.0,0,< 1 an,oui,30594.0,122.0,125,0.6219686,0
412730,male,69,1,28.0,0,1-2 an,oui,41694.0,124.0,108,0.5548373,0
412731,femelle,30,1,48.0,0,< 1 an,oui,2630.0,160.0,140,0.35943994,0
412744,male,74,1,28.0,0,1-2 an,oui,27124.0,13.0,248,0.46771392,0
412747,femelle,23,1,23.0,0,< 1 an,oui,20793.0,152.0,297,0.5590885,0
412750,male,73,1,28.0,0,1-2 an,oui,45023.0,13.0,135,0.49212748,0
412762,femelle,23,1,46.0,0,< 1 an,oui,34413.0,151.0,91,0.4577932,0
412763,femelle,26,1,49.0,0,< 1 an,oui,28196.0,152.0,171,0.4273863,0
412766,male,75,1,0.0,0,1-2 an,oui,2630.0,26.0,237,0.4047059,0
412776,femelle,22,1,28.0,0,< 1 an,oui,40699.0,152.0,95,0.51621306,0
412779,femelle,25,1,4.0,0,< 1 an,oui,2630.0,152.0,237,0.56772155,0
412781,male,20,1,28.0,0,1-2 an,oui,2630.0,156.0,19,0.5250313,0
412783,femelle,64,1,0.0,0,1-2 an,oui,2630.0,26.0,10,0.5827019,0
412784,male,33,1,24.0,0,1-2 an,no,2630.0,156.0,278,0.5334383,0
412786,femelle,74,1,41.0,0,1-2 an,oui,23463.0,12.0,293,0.49347517,0
412787,male,22,1,36.0,0,< 1 an,oui,25908.0,152.0,67,0.4485122,0
412791,femelle,66,0,14.0,0,1-2 an,oui,22810.0,26.0,93,0.4024669,0
412794,femelle,31,1,50.0,0,< 1 an,oui,29940.0,152.0,51,0.53382224,0
412809,femelle,72,1,28.0,0,1-2 an,oui,60811.0,26.0,30,0.6002155,0
412813,femelle,62,1,29.0,0,1-2 an,oui,2630.0,156.0,130,0.66508836,0
412814,femelle,24,1,15.0,0,< 1 an,oui,29295.0,152.0,213,0.41379717,0
412851,femelle,23,1,41.0,0,< 1 an,oui,33254.0,152.0,81,0.58401185,0
412860,femelle,25,1,15.0,0,< 1 an,oui,55459.0,152.0,176,0.38305265,0
412861,male,54,1,15.0,0,1-2 an,oui,2630.0,156.0,112,0.6894258,0
412867,femelle,24,1,6.0,0,< 1 an,oui,23144.0,152.0,18,0.47363082,0
412878,femelle,25,1,37.0,0,< 1 an,oui,2630.0,152.0,69,0.4079141,0
412908,male,75,1,28.0,0,1-2 an,oui,32821.0,125.0,118,0.42474785,0
412913,male,67,1,28.0,0,1-2 an,oui,34512.0,26.0,151,0.6499217,0
412922,femelle,43,1,30.0,0,< 1 an,no,2630.0,1.0,226,0.31383008,0
412927,male,23,1,36.0,0,< 1 an,oui,34307.0,151.0,244,0.48862475,0
412928,femelle,35,1,8.0,0,1-2 an,oui,37413.0,152.0,286,0.5890045,0
412929,femelle,25,1,28.0,0,< 1 an,oui,43871.0,152.0,181,0.58579683,0
412931,male,54,1,48.0,0,1-2 an,oui,2630.0,26.0,249,0.679594,0
412945,femelle,21,1,46.0,0,< 1 an,oui,21731.0,152.0,91,0.39860192,0
412953,femelle,53,1,8.0,0,1-2 an,oui,56856.0,7.0,227,0.61645895,0
412954,femelle,25,1,36.0,0,< 1 an,oui,31558.0,152.0,209,0.4256917,0
412959,male,42,1,48.0,0,1-2 an,oui,2630.0,9.0,21,0.65090203,0
412960,male,72,1,28.0,0,1-2 an,oui,35289.0,26.0,174,0.594569,0
412965,femelle,24,1,29.0,0,< 1 an,oui,29803.0,152.0,100,0.59575284,0
412976,male,53,1,28.0,0,1-2 an,oui,38580.0,151.0,27,0.528277,0
412981,femelle,26,1,28.0,0,< 1 an,oui,93360.0,152.0,202,0.5508232,0
412988,male,62,1,8.0,0,1-2 an,oui,37491.0,26.0,134,0.6461614,0
412991,femelle,62,1,28.0,0,1-2 an,oui,45281.0,26.0,217,0.68656033,0
413001,male,64,1,32.0,0,1-2 an,oui,2630.0,124.0,201,0.5585804,0
413002,male,22,1,34.0,0,< 1 an,oui,31843.0,152.0,48,0.44214806,0
413004,male,33,1,49.0,0,< 1 an,oui,30997.0,160.0,162,0.4160817,0
413006,male,62,1,14.0,0,1-2 an,oui,2630.0,26.0,282,0.6109813,0
413016,male,29,1,37.0,0,< 1 an,oui,30547.0,152.0,121,0.5580024,0
413017,male,21,1,9.0,0,< 1 an,oui,28859.0,152.0,92,0.40554002,0
413020,femelle,65,1,28.0,0,1-2 an,oui,47101.0,26.0,297,0.6679251,0
413025,male,57,1,22.0,0,1-2 an,oui,33586.0,64.0,17,0.3163203,0
413035,femelle,22,1,8.0,0,< 1 an,oui,43242.0,152.0,33,0.34951404,0
413037,femelle,22,1,36.0,0,< 1 an,oui,29027.0,152.0,177,0.377016,0
413039,male,66,1,48.0,0,1-2 an,oui,2630.0,157.0,179,0.63192916,0
413043,male,25,1,8.0,0,< 1 an,oui,57504.0,152.0,242,0.469249,0
413049,femelle,21,1,30.0,0,< 1 an,oui,33118.0,152.0,290,0.35342252,0
413052,male,66,1,8.0,0,1-2 an,oui,46270.0,26.0,220,0.62044257,0
413058,male,22,1,49.0,0,< 1 an,oui,26840.0,152.0,132,0.4485122,0
413065,male,59,1,13.0,0,1-2 an,oui,2630.0,156.0,99,0.64875203,0
413069,femelle,62,1,40.0,0,1-2 an,oui,41918.0,25.0,248,0.6894953,0
413073,male,70,1,47.0,0,1-2 an,oui,39034.0,124.0,229,0.48222485,0
413080,femelle,69,1,28.0,0,> 2 ans,oui,31175.0,124.0,97,0.6183605,0
413086,male,28,1,8.0,0,< 1 an,oui,32508.0,152.0,160,0.5572922,0
413087,male,72,1,4.0,0,1-2 an,oui,24239.0,26.0,203,0.58930194,0
413090,male,22,1,15.0,0,< 1 an,oui,2630.0,152.0,139,0.4193734,0
413094,femelle,53,1,28.0,0,1-2 an,oui,27107.0,24.0,142,0.685991,0
413095,femelle,75,1,29.0,0,1-2 an,oui,2630.0,124.0,133,0.42931724,0
413102,femelle,71,1,28.0,0,1-2 an,oui,36113.0,124.0,84,0.5252912,0
413110,male,64,1,8.0,0,1-2 an,oui,2630.0,26.0,213,0.6035998,0
413114,femelle,59,1,28.0,0,1-2 an,oui,52139.0,122.0,289,0.6607396,0
413118,femelle,38,1,36.0,0,1-2 an,oui,69373.0,152.0,15,0.53120285,0
413122,femelle,23,1,5.0,0,< 1 an,oui,27394.0,160.0,281,0.4402633,0
413124,femelle,61,1,28.0,0,1-2 an,oui,55757.0,26.0,10,0.68822443,0
413128,femelle,64,1,28.0,0,1-2 an,oui,51349.0,24.0,237,0.5527659,0
413130,femelle,78,1,28.0,0,1-2 an,oui,28388.0,26.0,296,0.4999553,0
413132,femelle,60,1,28.0,0,> 2 ans,oui,49881.0,122.0,163,0.69084245,0
413133,femelle,21,1,28.0,0,< 1 an,oui,44611.0,152.0,149,0.45610836,0
413134,male,71,1,28.0,0,1-2 an,oui,46634.0,124.0,165,0.5293525,0
413153,male,32,1,45.0,0,< 1 an,oui,27449.0,160.0,152,0.55843246,0
413163,femelle,63,1,28.0,0,1-2 an,oui,51899.0,24.0,91,0.56743795,0
413173,male,23,1,28.0,0,< 1 an,oui,52240.0,152.0,269,0.60062313,0
413174,femelle,65,1,28.0,0,> 2 ans,oui,54464.0,163.0,161,0.6900041,0
413177,femelle,49,1,28.0,0,1-2 an,oui,41064.0,52.0,40,0.6754034,0
413190,male,69,1,28.0,0,1-2 an,oui,40280.0,124.0,97,0.5548373,0
413196,male,71,1,29.0,0,1-2 an,oui,2630.0,124.0,258,0.49788716,0
413197,male,78,1,28.0,0,1-2 an,oui,29834.0,26.0,56,0.49509802,0
413198,male,58,1,46.0,0,1-2 an,oui,2630.0,26.0,266,0.6837428,0
413200,male,69,1,28.0,0,1-2 an,oui,47064.0,26.0,100,0.6226463,0
413207,male,56,1,21.0,0,1-2 an,oui,2630.0,12.0,95,0.65355885,0
413217,male,66,1,48.0,0,> 2 ans,oui,2630.0,26.0,274,0.6247947,0
413221,male,53,1,48.0,0,1-2 an,oui,2630.0,124.0,184,0.6405718,0
413223,male,63,1,46.0,0,1-2 an,oui,31665.0,30.0,160,0.53341687,0
413230,femelle,68,1,50.0,0,1-2 an,oui,2630.0,30.0,185,0.36793125,0
413232,male,31,1,39.0,0,1-2 an,no,2630.0,156.0,124,0.51412034,0
413233,male,29,1,48.0,0,< 1 an,no,2630.0,156.0,89,0.39097625,0
413235,femelle,45,1,48.0,0,1-2 an,oui,2630.0,124.0,274,0.6949981,0
413236,male,24,1,8.0,0,< 1 an,oui,36445.0,151.0,179,0.4957437,0
413241,femelle,39,1,23.0,0,1-2 an,no,31858.0,124.0,121,0.31049058,0
413252,male,30,1,28.0,0,1-2 an,no,2630.0,158.0,226,0.5563603,0
413253,male,30,1,41.0,0,< 1 an,oui,48219.0,152.0,185,0.6933873,0
413254,femelle,74,1,19.0,0,1-2 an,oui,39604.0,124.0,154,0.48436013,0
413255,femelle,70,1,31.0,0,1-2 an,oui,2630.0,124.0,215,0.43488634,0
413257,male,57,1,50.0,0,1-2 an,oui,46642.0,8.0,185,0.41456735,0
413260,femelle,22,1,46.0,0,< 1 an,oui,23143.0,152.0,55,0.43413904,0
413262,femelle,57,1,15.0,0,1-2 an,oui,2630.0,14.0,268,0.5212687,0
413272,male,57,1,28.0,0,1-2 an,oui,47005.0,122.0,118,0.6931373,0
413275,male,56,1,20.0,0,1-2 an,oui,2630.0,26.0,274,0.69288015,0
413279,male,21,1,30.0,0,< 1 an,oui,2630.0,152.0,253,0.43129942,0
413284,femelle,23,1,28.0,0,< 1 an,oui,35105.0,152.0,129,0.56266665,0
413292,male,63,1,9.0,0,1-2 an,oui,32255.0,154.0,217,0.6535175,0
413316,femelle,24,1,36.0,0,< 1 an,oui,2630.0,152.0,48,0.4079141,0
413320,femelle,29,1,18.0,0,< 1 an,no,31347.0,26.0,42,0.32536685,0
413330,femelle,67,1,46.0,0,1-2 an,oui,2630.0,26.0,197,0.5756696,0
413334,femelle,21,1,28.0,0,< 1 an,oui,34276.0,152.0,36,0.46415097,0
413335,male,58,1,9.0,0,1-2 an,oui,31080.0,26.0,49,0.68809694,0
413341,femelle,69,1,28.0,0,1-2 an,oui,2630.0,122.0,216,0.51261973,0
413347,femelle,42,1,50.0,0,1-2 an,oui,40010.0,8.0,274,0.52876496,0
413349,femelle,69,1,28.0,0,> 2 ans,oui,58864.0,124.0,59,0.62944627,0
413355,male,58,1,15.0,0,1-2 an,oui,2630.0,124.0,25,0.6314547,0
413359,male,23,1,2.0,0,< 1 an,oui,35323.0,26.0,284,0.6566085,0
413361,male,23,1,2.0,0,< 1 an,oui,36349.0,152.0,233,0.4861575,0
413364,femelle,44,1,41.0,0,1-2 an,oui,23420.0,152.0,226,0.608339,0
413376,femelle,63,1,0.0,0,1-2 an,oui,2630.0,26.0,16,0.587872,0
413378,femelle,55,1,28.0,0,1-2 an,oui,37426.0,124.0,36,0.6934046,0
413380,femelle,22,1,33.0,0,< 1 an,oui,40869.0,152.0,275,0.37534657,0
413382,male,24,1,50.0,0,< 1 an,oui,43262.0,152.0,166,0.40385437,0
413391,male,63,1,28.0,0,1-2 an,oui,36413.0,26.0,108,0.68123287,0
413392,femelle,55,1,43.0,0,1-2 an,oui,2630.0,26.0,205,0.6788786,0
413394,femelle,43,1,8.0,0,1-2 an,oui,27820.0,7.0,211,0.6967369,0
413395,femelle,63,1,8.0,0,1-2 an,oui,55546.0,156.0,120,0.64846694,0
413396,femelle,22,1,36.0,0,< 1 an,oui,41009.0,152.0,187,0.35400933,0
413406,male,22,1,28.0,0,< 1 an,oui,30431.0,152.0,277,0.567129,0
413413,femelle,74,1,28.0,0,1-2 an,oui,36338.0,124.0,42,0.48436013,0
413422,femelle,64,1,29.0,0,> 2 ans,oui,38912.0,124.0,279,0.67539465,0
413423,male,62,1,28.0,0,1-2 an,oui,40994.0,124.0,268,0.6306579,0
413428,male,21,1,15.0,0,< 1 an,oui,27608.0,163.0,164,0.6715776,0
413439,male,43,1,50.0,0,1-2 an,oui,25243.0,8.0,182,0.5616193,0
413440,femelle,21,1,29.0,0,< 1 an,oui,26871.0,154.0,151,0.64972216,0
413449,male,80,1,28.0,0,1-2 an,oui,24510.0,124.0,137,0.39695638,0
413457,male,43,1,46.0,0,> 2 ans,oui,37360.0,155.0,227,0.68386227,0
413458,male,57,1,35.0,0,1-2 an,oui,36679.0,152.0,167,0.43035555,0
413460,male,22,1,28.0,0,< 1 an,oui,24577.0,152.0,231,0.5734429,0
413465,male,57,1,28.0,0,1-2 an,oui,35074.0,124.0,128,0.6944017,0
413472,male,54,1,8.0,0,1-2 an,oui,31828.0,30.0,131,0.5927336,0
413475,male,20,1,35.0,0,< 1 an,oui,24360.0,160.0,194,0.3010968,0
413476,male,56,1,46.0,0,1-2 an,oui,29021.0,124.0,262,0.679581,0
413486,femelle,20,1,28.0,0,< 1 an,oui,41427.0,156.0,193,0.5646571,0
413494,femelle,23,1,49.0,0,< 1 an,oui,2630.0,152.0,256,0.39931247,0
413497,male,25,1,28.0,0,< 1 an,no,2630.0,156.0,29,0.44484428,0
413499,femelle,23,1,30.0,0,< 1 an,oui,27115.0,152.0,274,0.4299275,0
413504,male,36,1,28.0,0,1-2 an,no,2630.0,26.0,48,0.32945278,0
413510,male,21,1,46.0,0,< 1 an,oui,27412.0,152.0,286,0.46489403,0
413511,femelle,59,1,28.0,0,1-2 an,oui,34533.0,124.0,283,0.6640472,0
413514,femelle,61,1,8.0,0,1-2 an,oui,51017.0,7.0,179,0.49652547,0
413520,male,22,1,28.0,0,< 1 an,oui,66566.0,163.0,121,0.67579246,0
413521,male,64,1,46.0,0,1-2 an,oui,33784.0,11.0,100,0.49415413,0
413525,male,23,1,13.0,0,< 1 an,oui,26977.0,152.0,184,0.49674097,0
413527,male,78,1,28.0,0,1-2 an,oui,24429.0,155.0,120,0.5988565,0
413528,femelle,22,1,16.0,0,< 1 an,oui,17918.0,152.0,233,0.39247042,0
413530,male,42,1,0.0,0,1-2 an,oui,2630.0,7.0,79,0.66458756,0
413532,male,61,1,28.0,0,1-2 an,oui,45870.0,124.0,87,0.6306579,0
413545,femelle,25,1,49.0,0,< 1 an,oui,20758.0,152.0,204,0.42514813,0
413548,male,21,1,41.0,0,< 1 an,oui,50206.0,152.0,26,0.52280337,0
413549,male,21,1,15.0,0,< 1 an,oui,2630.0,152.0,254,0.38884732,0
413556,male,60,1,31.0,0,1-2 an,oui,2630.0,26.0,74,0.626986,0
413566,male,22,1,36.0,0,< 1 an,oui,24941.0,152.0,95,0.4485122,0
413571,male,25,1,8.0,0,< 1 an,oui,38057.0,152.0,295,0.4957437,0
413573,male,47,1,28.0,0,1-2 an,oui,34755.0,37.0,105,0.6789487,0
413574,femelle,26,1,41.0,0,< 1 an,oui,35653.0,152.0,17,0.6020703,0
413575,femelle,65,1,28.0,0,1-2 an,oui,34078.0,26.0,204,0.6645408,0
413586,male,23,1,24.0,0,< 1 an,oui,28536.0,152.0,142,0.6140082,0
413591,femelle,23,1,45.0,0,< 1 an,oui,29338.0,160.0,210,0.38849783,0
413592,femelle,23,1,15.0,0,< 1 an,oui,31529.0,124.0,284,0.6168873,0
413595,male,74,1,29.0,0,1-2 an,oui,2630.0,26.0,107,0.5006062,0
413596,femelle,25,1,13.0,0,< 1 an,oui,27007.0,152.0,269,0.4290445,0
413598,femelle,24,1,47.0,0,< 1 an,oui,34886.0,26.0,178,0.64235824,0
413601,male,22,1,16.0,0,< 1 an,oui,26159.0,152.0,250,0.47114104,0
413610,male,74,1,28.0,0,1-2 an,oui,57047.0,122.0,101,0.52050066,0
413615,male,65,1,3.0,0,1-2 an,oui,18612.0,124.0,251,0.6057846,0
413617,male,63,1,28.0,0,1-2 an,oui,49224.0,26.0,72,0.6845287,0
413618,femelle,68,1,8.0,0,1-2 an,oui,38445.0,124.0,10,0.52706516,0
413619,male,24,1,38.0,0,< 1 an,oui,36841.0,152.0,193,0.6310944,0
413621,femelle,24,1,36.0,0,< 1 an,oui,46681.0,152.0,24,0.40373233,0
413622,femelle,22,1,13.0,0,< 1 an,oui,28491.0,152.0,53,0.37860805,0
413629,male,72,1,41.0,0,1-2 an,oui,22980.0,4.0,237,0.61274934,0
413630,male,60,1,28.0,0,1-2 an,oui,26187.0,124.0,131,0.6425716,0
413631,femelle,29,1,38.0,0,< 1 an,oui,2630.0,152.0,234,0.6575594,0
413639,male,72,1,1.0,0,1-2 an,oui,2630.0,156.0,203,0.51530164,0
413641,femelle,25,1,47.0,0,< 1 an,oui,32807.0,152.0,116,0.42734817,0
413643,male,72,1,28.0,0,1-2 an,oui,30579.0,26.0,178,0.6009012,0
413664,femelle,22,1,15.0,0,< 1 an,oui,56819.0,152.0,234,0.32290217,0
413673,male,24,1,25.0,0,< 1 an,oui,28846.0,152.0,127,0.42643258,0
413674,male,21,1,50.0,0,< 1 an,oui,21810.0,152.0,280,0.3395403,0
413680,femelle,44,1,28.0,0,1-2 an,oui,35819.0,37.0,171,0.67412996,0
413688,femelle,24,1,37.0,0,< 1 an,oui,31185.0,26.0,287,0.64942586,0
413690,femelle,62,1,28.0,0,1-2 an,oui,34477.0,44.0,289,0.6822051,0
413696,male,21,1,28.0,0,< 1 an,oui,53945.0,124.0,189,0.63643175,0
413698,femelle,25,1,16.0,0,< 1 an,oui,28013.0,152.0,110,0.4498187,0
413704,male,61,1,47.0,0,1-2 an,oui,29345.0,124.0,291,0.59381336,0
413708,male,79,1,28.0,0,1-2 an,oui,60318.0,65.0,259,0.38815275,0
413710,male,61,1,28.0,0,1-2 an,oui,56859.0,26.0,151,0.69645333,0
413712,male,67,1,28.0,0,1-2 an,oui,29424.0,26.0,120,0.6514964,0
413713,femelle,21,1,47.0,0,< 1 an,oui,41289.0,152.0,224,0.30800483,0
413714,femelle,25,1,33.0,0,< 1 an,oui,35807.0,26.0,287,0.6648456,0
413715,femelle,59,1,8.0,0,1-2 an,oui,44909.0,124.0,218,0.6160574,0
413716,male,55,1,28.0,0,1-2 an,oui,39233.0,122.0,14,0.69708633,0
413719,male,64,1,0.0,0,1-2 an,oui,2630.0,152.0,241,0.3215309,0
413721,femelle,24,1,24.0,0,< 1 an,oui,26051.0,152.0,82,0.5724229,0
413725,femelle,32,1,15.0,0,< 1 an,oui,2630.0,160.0,267,0.36060977,0
413733,femelle,25,1,11.0,0,1-2 an,no,2630.0,156.0,85,0.44913867,0
413736,male,27,1,3.0,0,< 1 an,oui,42024.0,152.0,215,0.66750205,0
413739,femelle,24,1,28.0,0,< 1 an,oui,26241.0,152.0,36,0.5745713,0
413743,male,58,1,28.0,0,1-2 an,oui,42344.0,124.0,187,0.6776412,0
413745,male,21,1,8.0,0,< 1 an,oui,31343.0,152.0,29,0.3942298,0
413754,male,59,1,28.0,0,1-2 an,oui,2630.0,124.0,70,0.6684366,0
413759,male,22,1,28.0,0,< 1 an,oui,2630.0,26.0,144,0.6768789,0
413763,male,68,1,29.0,0,1-2 an,oui,2630.0,156.0,17,0.6144963,0
413767,male,23,1,11.0,0,< 1 an,oui,26128.0,152.0,45,0.634517,0
413775,male,23,1,13.0,0,< 1 an,oui,29953.0,152.0,158,0.49674097,0
413777,male,53,1,6.0,0,1-2 an,oui,29189.0,124.0,185,0.69549024,0
413781,male,24,1,41.0,0,< 1 an,oui,42662.0,152.0,187,0.64305407,0
413782,male,44,1,0.0,0,1-2 an,oui,2630.0,124.0,262,0.68851674,0
413785,male,25,1,43.0,0,< 1 an,oui,51600.0,160.0,261,0.364149,0
413792,femelle,70,1,26.0,0,1-2 an,oui,29747.0,120.0,287,0.37620834,0
413798,male,66,1,48.0,0,1-2 an,oui,2630.0,163.0,245,0.6750801,0
413806,femelle,26,1,27.0,0,< 1 an,oui,30764.0,152.0,129,0.4256917,0
413811,male,25,1,8.0,0,< 1 an,oui,36590.0,152.0,32,0.4957437,0
413817,male,23,1,15.0,0,< 1 an,oui,31859.0,152.0,166,0.4793858,0
413832,femelle,22,1,36.0,0,< 1 an,oui,25968.0,152.0,186,0.377016,0
413833,male,53,1,46.0,0,1-2 an,oui,2630.0,124.0,258,0.673813,0
413834,femelle,31,1,18.0,0,1-2 an,no,2630.0,156.0,215,0.53559136,0
413839,femelle,49,1,43.0,0,> 2 ans,oui,2630.0,157.0,94,0.57677376,0
413842,femelle,22,1,5.0,0,< 1 an,oui,2630.0,152.0,203,0.51148635,0
413851,femelle,66,1,30.0,0,1-2 an,oui,23591.0,26.0,116,0.64247495,0
413857,male,64,1,48.0,0,1-2 an,oui,2630.0,26.0,202,0.5876973,0
413859,male,73,1,28.0,0,> 2 ans,oui,62064.0,26.0,11,0.6999556,0
413861,male,61,1,28.0,0,1-2 an,oui,43842.0,124.0,21,0.6306579,0
413869,femelle,43,1,21.0,0,1-2 an,oui,2630.0,152.0,117,0.48675177,0
413870,male,36,1,48.0,0,1-2 an,oui,2630.0,15.0,295,0.6197951,0
413874,male,21,1,46.0,0,< 1 an,oui,37418.0,152.0,60,0.44202244,0
413876,male,68,1,28.0,0,> 2 ans,oui,60393.0,124.0,169,0.6566907,0
413883,male,58,1,50.0,0,1-2 an,oui,24701.0,8.0,147,0.4237403,0
413884,male,22,1,27.0,0,< 1 an,oui,33074.0,152.0,117,0.43752298,0
413888,femelle,21,1,45.0,0,< 1 an,oui,25489.0,160.0,13,0.30486465,0
413891,femelle,24,1,8.0,0,< 1 an,oui,33479.0,152.0,293,0.43008834,0
413894,femelle,22,1,23.0,0,< 1 an,oui,35367.0,152.0,270,0.51621306,0
413908,femelle,24,1,50.0,0,< 1 an,oui,25896.0,152.0,244,0.3441373,0
413914,male,65,1,28.0,0,1-2 an,oui,46006.0,26.0,110,0.6681634,0
413916,femelle,21,1,5.0,0,< 1 an,oui,32951.0,160.0,215,0.3010671,0
413922,male,54,1,31.0,0,1-2 an,oui,2630.0,156.0,207,0.6835874,0
413928,femelle,74,1,7.0,0,1-2 an,oui,32650.0,154.0,207,0.5486109,0
413931,femelle,60,1,28.0,0,1-2 an,oui,51306.0,26.0,62,0.6977079,0
413932,male,24,1,15.0,0,< 1 an,oui,36278.0,154.0,37,0.66686916,0
413938,femelle,51,1,11.0,0,1-2 an,oui,30152.0,14.0,162,0.6736774,0
413939,femelle,60,1,28.0,0,1-2 an,oui,40082.0,26.0,179,0.696072,0
413947,male,45,1,15.0,0,1-2 an,oui,26124.0,160.0,77,0.3593621,0
413949,male,55,1,8.0,0,1-2 an,oui,45686.0,124.0,253,0.6510922,0
413967,male,61,1,1.0,0,> 2 ans,oui,2630.0,124.0,67,0.64860505,0
413968,male,21,1,26.0,0,< 1 an,oui,41221.0,152.0,49,0.3625372,0
413969,male,50,1,8.0,0,1-2 an,oui,2630.0,7.0,293,0.6611672,0
413971,femelle,25,1,28.0,0,< 1 an,oui,47437.0,152.0,47,0.57708573,0
413977,male,75,1,13.0,0,1-2 an,oui,27480.0,26.0,266,0.48087487,0
413980,femelle,62,1,28.0,0,1-2 an,oui,50495.0,26.0,204,0.6929977,0
413988,femelle,25,1,15.0,0,< 1 an,oui,39179.0,124.0,49,0.6579485,0
413990,male,30,1,30.0,0,< 1 an,oui,29816.0,152.0,168,0.58899885,0
414000,femelle,25,1,47.0,0,< 1 an,oui,42615.0,152.0,16,0.4157278,0
414001,femelle,22,1,15.0,0,< 1 an,oui,33333.0,152.0,203,0.35376337,0
414007,male,26,1,12.0,0,< 1 an,oui,26404.0,152.0,39,0.5000368,0
414011,femelle,37,1,11.0,0,1-2 an,no,26543.0,26.0,226,0.37564513,0
414013,femelle,68,1,29.0,0,1-2 an,oui,32931.0,156.0,277,0.6261252,0
414016,femelle,22,1,30.0,0,< 1 an,oui,45923.0,152.0,256,0.38186955,0
414020,male,21,1,6.0,0,< 1 an,oui,20991.0,152.0,270,0.45940578,0
414026,femelle,62,1,28.0,0,1-2 an,oui,42078.0,124.0,212,0.6268546,0
414027,male,65,1,3.0,0,1-2 an,oui,22541.0,124.0,51,0.61204195,0
414030,femelle,39,1,3.0,0,1-2 an,no,2630.0,156.0,49,0.50430876,0
414032,femelle,22,1,15.0,0,< 1 an,oui,35751.0,152.0,110,0.35142478,0
414036,femelle,21,1,15.0,0,< 1 an,oui,33473.0,152.0,162,0.30633464,0
414039,femelle,27,1,16.0,0,< 1 an,oui,37427.0,160.0,219,0.38569164,0
